1.699229,0.386937,4.655585
-2.941587,-3.542665,-16.900803
-1.520034,2.792427,5.001255
-2.193012,1.074029,-1.109421
-0.316460,-1.252318,-4.247266
0.154712,-2.032693,-5.859394
-1.637702,1.964331,2.663335
-1.657728,0.075371,-3.216236
2.162563,0.277222,4.996824
-1.072845,-0.311249,-3.250451
-0.267904,-0.031778,-0.682684
-0.492564,-2.112063,-8.175526
-2.602366,0.668010,-3.235808
3.200175,-0.512135,5.360331
-1.524135,4.615974,11.790195
1.858497,-1.090666,0.367103
1.679036,0.264320,4.174838
0.634581,1.518562,5.673968
-2.815951,0.881063,-3.141394
0.389827,1.069919,4.074678
-4.310148,-4.761234,-22.845646
-0.315146,-1.894569,-5.824769
-0.158851,-0.965596,-3.568097
-0.692204,-3.677107,-13.231701
2.518971,-1.213856,1.263256
2.144580,1.863139,10.455959
0.986489,1.478138,6.089693
-1.492373,-1.612815,-7.738746
0.147209,-2.400777,-6.934230
1.303809,3.617727,13.794868
-3.893937,-2.458031,-14.524428
0.599262,-0.106546,1.345884
-0.797424,0.543886,-0.365993
-1.547435,-0.935946,-6.340993
-1.357166,0.540259,-0.785337
-0.496561,-1.213392,-5.393322
-4.220728,-2.119634,-15.026527
4.179523,1.749640,12.619373
-1.178398,0.700564,-0.517768
0.378867,0.734427,3.480131
-0.699440,-0.148416,-1.373157
0.016728,-1.346656,-3.245388
4.119247,0.321811,8.432055
1.351529,-1.758433,-2.156615
2.328026,1.899385,10.520797
-1.206001,-2.971954,-11.287539
-1.746043,1.188228,1.043447
0.883263,-0.743137,0.340223
-0.416965,1.066755,1.756173
3.492228,1.985327,13.133323
0.421262,0.871899,3.676936
0.096319,0.241497,0.570103
1.145562,-1.282212,-1.083204
-0.319996,-0.551678,-1.462973
-0.161517,3.635085,10.348870
-1.982917,-1.861076,-9.989409
-3.824913,3.567569,2.938817
-0.807275,1.841167,4.602255
0.840685,0.601013,3.418285
3.289633,2.032552,12.749241
3.123077,-2.843347,-2.039728
-0.811613,-0.092915,-2.189417
0.694048,1.991480,7.600967
-0.396089,0.462938,1.978863
-0.484053,-1.319769,-4.990225
-0.549495,1.891503,4.167621
-0.432141,-0.188264,-0.078487
0.254841,1.769192,7.071749
0.247337,-0.074478,0.263727
-1.812124,2.676239,4.094922
-1.373266,0.060923,-3.146312
1.170184,0.787347,4.844063
0.875269,-0.667192,-0.423207
0.732938,-0.911645,-1.963739
-2.990973,-1.114901,-8.708738
1.792381,-0.394595,2.728261
-2.419613,-2.214965,-11.173828
2.026544,-2.545003,-4.167522
1.583068,-0.139017,2.589927
-0.918247,0.102700,-1.385995
0.897900,1.397444,5.911283
-1.188583,0.408888,-1.005005
-0.539021,-1.387144,-4.403444
-3.554060,-0.018897,-8.497323
-1.839563,1.397741,1.356859
1.961790,1.911164,9.799713
-2.149201,1.209182,-1.394958
-0.960760,-2.395641,-9.339410
-0.124986,-1.316840,-4.459349
-0.542133,-4.686483,-16.362963
1.166516,-2.170206,-4.085370
-2.271798,0.336230,-3.447148
1.374796,-3.621599,-7.663328
-4.550225,0.411780,-8.268613
-0.330963,0.173279,-0.089203
0.702546,0.479483,2.966715
-2.250948,-2.062599,-10.338729
-1.100032,-2.565150,-10.291562
-0.503121,0.317168,-0.199369
-0.201871,-0.759839,-3.244314
