1.090137,-2.345163,-5.014008
-1.822749,3.726152,7.357208
-0.114086,1.827790,5.542388
-2.538706,1.884950,0.053324
-0.180166,2.448011,6.923683
-0.429590,0.640252,0.160039
-1.561644,4.907571,11.979624
-1.239520,0.358495,-2.485957
-3.063430,-3.280398,-16.079451
-2.858781,-0.255115,-6.333604
-1.632473,1.138015,-0.075154
1.548670,-0.821747,0.584724
1.802804,0.450433,5.185516
2.605528,-0.195701,5.653782
2.012757,-0.402754,1.591740
4.482081,-1.301776,4.328511
2.797558,1.087097,9.178774
-1.997566,-2.326958,-11.768892
0.206351,0.560869,1.635916
2.183492,-1.080782,1.201589
1.572057,0.759859,5.379666
1.320373,1.843642,8.101018
-3.352471,1.336059,-2.470888
-0.028133,-3.752828,-10.647230
-0.907652,3.394792,8.044680
-0.941943,-1.034520,-4.380037
-0.220886,-0.389350,-1.983814
0.327951,3.045114,9.576148
0.091008,-0.391799,-1.518613
-2.967142,2.200885,0.922095
0.866260,0.385506,2.475916
2.886567,-0.589381,3.149028
2.337015,2.331676,11.975294
-0.358286,0.412757,0.823360
4.107682,1.589993,13.386707
-1.742355,1.426426,0.834877
-0.884603,2.258286,5.304421
-2.608718,1.942149,1.327025
-0.207784,-1.074183,-3.512669
-0.526674,1.795784,3.713887
-0.570118,1.450504,3.096333
2.241856,-1.101213,1.288408
-2.174664,-0.476755,-5.233345
1.465321,1.795128,8.370611
-0.739805,-2.731163,-10.473305
-1.223299,1.706063,1.865606
-2.688638,-2.357586,-12.650520
2.947219,-3.498398,-4.493254
1.019263,2.144600,8.628272
2.590053,1.520352,9.235127
-0.751216,-1.447183,-5.848986
2.050171,-0.625515,1.451246
1.787486,0.629276,5.700402
-1.456390,-0.622003,-5.459930
-0.729650,0.320696,-0.973194
-1.655285,-0.734983,-5.761796
-0.472991,-3.997814,-12.388246
-0.151236,-0.740636,-3.181375
-1.803155,2.142989,2.045174
0.443229,-0.545973,-1.395672
-1.769957,-0.159328,-4.642878
-1.348882,2.040468,3.732696
-0.252400,-1.966946,-5.469459
-1.527077,-0.461969,-5.047505
3.592030,1.413423,10.496352
2.644459,0.444749,6.502406
-1.411669,-0.237553,-3.878351
1.796238,3.036922,12.668688
-0.723021,-0.176768,-3.048933
-4.202653,-1.626501,-13.784407
-2.150081,4.554911,8.801129
-0.984464,-0.744644,-4.025964
1.367400,-0.627354,0.800178
-1.972742,-0.654026,-6.380313
2.382747,-0.983390,2.435098
-0.041575,-0.844278,-3.196293
1.650133,-2.742131,-4.457523
-0.360891,-1.523750,-5.017929
2.926679,1.748265,11.065749
0.778590,3.010747,11.119986
-0.537779,-0.991854,-4.083591
-1.996162,0.904364,-1.380319
-3.202241,-2.676186,-15.179319
-1.614936,-0.986613,-6.357212
0.665329,0.276705,2.343655
-2.513085,-0.935067,-7.750973
1.766044,0.214432,3.792853
2.834310,-0.588285,2.516663
-1.241071,0.326894,-2.131591
-1.488253,1.956667,2.323990
2.092180,1.626508,9.286483
-2.129375,-1.713066,-9.064479
0.488175,-0.604050,-1.093367
1.755629,-0.899334,0.664567
0.983079,-0.763795,-0.531502
-0.519495,2.869622,7.977754
0.830578,2.870898,10.624094
-0.424916,1.724593,3.654615
-3.143287,-2.056454,-12.322849
-0.585552,0.110935,-0.873901
