1.558841,1.966642,9.178189
2.066448,-0.926607,1.061015
0.632749,4.009401,14.333801
0.138802,0.687199,2.599150
1.709098,1.250868,7.152501
0.257343,-4.317783,-12.511627
-0.370746,5.990488,16.799339
-2.454228,-1.242370,-7.710442
-2.458588,0.121248,-4.339138
0.953897,-0.428257,0.248676
0.511170,-1.011067,-2.457486
2.200540,0.664275,6.745182
1.118218,0.280981,1.812089
-0.582155,-0.774553,-2.848335
0.104276,-3.384062,-9.988165
2.493285,1.014268,7.694833
-0.205320,0.671966,1.659881
-0.423893,-1.768647,-6.288785
2.156930,-0.730119,2.202813
1.513415,2.841832,10.491171
0.836426,3.255153,11.225741
2.101912,0.437273,4.832840
0.881486,0.985729,5.364299
-2.924663,2.948368,1.662450
-0.391033,-0.599838,-3.443345
-0.444812,3.049095,8.824429
0.973211,3.877559,13.247143
0.567332,6.139215,19.550190
-1.791718,0.166978,-2.895097
0.003052,1.759175,4.921191
0.627344,-0.833487,-1.213903
0.082819,-2.774369,-8.022153
-0.433132,-1.123858,-4.505892
1.068768,2.719901,10.381351
2.688226,-1.352456,0.964710
1.292478,1.939575,8.311627
-0.161636,4.907530,14.381112
-1.296195,-3.930853,-14.611200
-1.729588,1.533073,0.629812
3.081381,1.073136,9.019416
2.120390,4.493679,17.257551
1.764523,1.308307,7.867972
-2.381382,0.858884,-2.514786
3.552308,-3.133111,-2.563728
0.915836,-0.630274,0.913332
-0.429790,-2.417929,-7.792961
-2.235329,1.924333,0.255865
-5.968068,-0.190882,-11.541730
0.670686,-0.764381,-0.313299
0.907630,-2.465169,-5.902976
-1.524529,-0.433829,-4.694110
-1.273895,-2.099792,-7.556585
-0.043592,-0.507440,-2.520447
1.073786,3.679221,13.229175
-0.603803,0.737633,1.528839
0.165396,1.150358,3.624062
2.993979,-3.144400,-3.590966
1.525391,-3.645271,-8.173016
1.133570,-1.480556,-2.953450
2.256111,-2.433256,-2.544402
-2.655379,-3.379658,-16.048712
2.742505,-2.652893,-2.693072
-0.373429,1.408500,3.952868
-0.856423,1.194202,2.208930
1.994626,-0.528712,2.971429
-1.492412,1.866820,2.664898
0.222131,0.801372,3.256813
-0.656259,-0.073428,-2.042866
-0.147846,-1.231646,-3.336005
-1.234621,1.256070,1.215893
-0.487255,3.248244,8.775311
1.706570,-1.060147,1.125813
1.635563,1.773140,8.803210
-0.626434,-0.565472,-2.522132
-0.182426,0.501185,0.619676
-0.421304,-3.673000,-11.901907
-1.351582,-1.001407,-5.851123
3.030889,1.242071,10.351426
0.041968,-4.021153,-12.892655
2.739259,-1.911998,-0.379576
3.142388,1.516987,11.109333
3.332371,-0.871351,3.366198
1.046527,1.145168,5.334437
-2.307655,1.930679,1.274688
-2.343653,0.097992,-4.855569
-0.125792,-0.128734,-2.012866
0.607860,1.518235,5.815889
0.705525,1.855135,7.359545
-3.596721,1.381896,-3.653017
0.562245,0.581335,2.728836
-1.064795,0.319098,-0.854238
0.803189,1.080512,4.283559
-1.441298,0.772681,-0.551904
0.174405,1.153734,3.422758
-0.683199,2.625536,5.463925
0.191439,0.569180,1.885967
-2.203982,3.318602,6.045980
-2.557204,-0.752822,-7.466600
-0.374421,1.635657,5.181310
5.049126,-3.046596,1.343568
